publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Āyandah'pizhūhī-i inqilāb-i islāmī (Online)	2717-3666	2717-3674	2020						https://fsir.ihu.ac.ir/		27173674		fulltext		Dānishgāh-i jāmi̒-i Īmām Ḥusiyn	serial								F	25370183X
Asia Pacific journal of health management (Online)	1833-3818	2204-3136	2006						https://journal.achsm.org.au/index.php/achsm		22043136		fulltext		Australasian College of Health Services Management	serial								F	18362291X
Annals of human biology (Online)	0301-4460	1464-5033	1974						https://www.tandfonline.com/journals/iahb20		14645033		fulltext		Informa Healthcare	serial								F	112892663
Animal sentience		2377-7478	2016						https://www.wellbeingintlstudiesrepository.org/animsent/		23777478		fulltext		Wellbeing International	serial								F	194236536
Baltic journal of sport and health sciences (Online)	2351-6496	2538-8347	2014						http://journals.lsu.lt		25388347		fulltext		Lithuanian Sports University	serial								F	226896579
Annals of optometry and contact lens (Online)		2384-0927	2015						http://www.annocl.org		23840927		fulltext	ISSN of preceding title : 2383-7586	Daehan-geomanhakoe, Han-gukkontaekteurenjeuhakoe	serial								F	187165971
Arte e investigación (En línea)	1850-2334	2469-1488	1996						https://papelcosido.fba.unlp.edu.ar/ojs/index.php/aei		24691488		fulltext		Secretaría de Ciencia y Técnica, Facultad de Bellas Artes, Universidad Nacional de La Plata	serial								F	200787594
Artes novae		2650-4189	2018						https://artesnovae.hypotheses.org/		26504189		fulltext		Artes novae	serial								F	235219290
Application		2797-0655	2021						http://ejournal.unwaha.ac.id/index.php/application		27970655		fulltext		Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas KH. A. Wahab Hasbullah	serial								F	256873860
Anuario de investigaciones (Facultad de Psicología. Universidad de Buenos Aires. En línea)	0329-5885	1851-1686	1989						http://www.redalyc.org/revista.oa?id=3691		18511686		fulltext		Facultad de Psicología, Universidad de Buenos Aires	serial								F	137916973
Aksioma : Jurnal Program Studi Pendidikan Matematika (Online)	2089-8703	2442-5419	2015						http://fkip.ummetro.ac.id/index.php/matematika/index		24425419		fulltext		Program Studi Pendidikan Matematika, Fakultas Keguruan dan Ilmu Pendidikan (FKIP), Universitas Muhammadiyah Metro bekerjasama dengan Musyawarah Guru Mata Pelajaran (MGMP) Matematika Kota Metro	serial								F	185314619
Aktualʹnì pitannâ pedìatrìï, akušerstva ta gìnekologìï (Online)	2411-4944	2415-301X	2008						http://ojs.tdmu.edu.ua/index.php/act-pit-pediatr		2415301X		fulltext		Ternopìlʹsʹkij deržavnij medičnij unìversitet ìmenì Ì. Â. Gorbačevsʹkogo	serial								F	192656740
Algerian journal of health sciences (Online. Oran)	2710-8082	2716-9464	2020						https://www.asjp.cerist.dz/en/PresentationRevue/689		27169464		fulltext		Agence thématique de recherche en sciences de la santé	serial								F	252960246
Afurika kyoiku kenkyu (Online)	2185-8268	2436-1666	2010						https://www.japan-society-for-africa-educational-research.org/ジャーナル-journal/		24361666		fulltext		Afurika kyoiku gakkai	serial								F	276435869
African journal of inter-multidisciplinary studies (Online)	2663-4589	2663-4597	2019						https://www.dut.ac.za/research/ajims/		26634597		fulltext		Durban University of Technology	serial								F	24101719X
Al-Anfanany (Lombok Timur, Online)		2775-698X	2021						http://journal.pdmi-pusat.org/index.php/jas/index		2775698X		fulltext		Program Studi Komunikasi Penyiaran Islam	serial								F	254904238
Al-Insyiroh (Online)		2656-6680	2019						http://ejournal.kopertais4.or.id/madura/index.php/alinsyiroh		26566680		fulltext		STAI Darul Hikmah Bangkalan	serial								F	241015014
Al-Mağallah Al-ʿilmiyyaẗ Lil-H̲idmaẗ Al-Iġtimāʿiyyaẗ - Aswan (Online)	2735-5675	2974-4784	2018						https://sjss.journals.ekb.eg		29744784		fulltext		Faculty of Social Work, Aswan University	serial								F	271826908
Applied microscopy (Online)	2234-6198	2287-4445	2012						http://appmicro.org/		22874445		fulltext		Korean Society of Microscopy	serial								F	166198730
AI in education (Basel)		3042-8130	2025						https://www.e-helvetica.nb.admin.ch/directAccess?id=991019584866103976		30428130		fulltext		MDPI	serial								F	297311816
Acupuncture and herbal medicine	2097-0226	2765-8619	2021						https://journals.lww.com/ahm/pages/currenttoc.aspx		27658619		fulltext		Wolters Kluwer	serial								F	266320708
Annual report (Rural Assistance Authority (N.S.W.). Online)	1837-3518	1837-3526	2012						http://webarchive.nla.gov.au/gov/*/https://www.raa.nsw.gov.au/about/publications#		18373526		fulltext		New South Wales Rural Assistance Authority	serial								F	144187507
Air (Basel)		2813-4168	2023						http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-2460669		28134168		fulltext		MDPI	serial								F	270559590
Adabīyyāt-i pāydārī (Online)	2008-6881	2821-1022	2020						https://jcl.uk.ac.ir/		28211022		fulltext		Dānishgāh-i shahīd Bāhunar-i Kirmān	serial								F	264091868
Aktualʹnye problemy nefti i gaza		2687-0312	2016						http://oilgasjournal.ru/		26870312		fulltext	ISSN of preceding title : 2078-5712	Institut problem nefti i gaza RAN	serial								F	242379702
Acta Physica Polonica. B (Online)	0587-4254	1509-5770	1996						https://www.actaphys.uj.edu.pl/		15095770		fulltext		Jagellonian University	serial								F	078589487
Alas Peruanas		2313-8386	2014						http://revistas.uap.edu.pe/ojs/index.php/SD/index		23138386		fulltext		Universidad Alas Peruanas	serial								F	182012670
Alpenglow		2578-8833	2015			2022			https://orb.binghamton.edu/alpenglowjournal/		25788833		fulltext		Undergraduate Research Center, Binghamton University	serial								F	229418945
Allergies (Basel)		2313-5786	2021						https://www.mdpi.com/journal/allergies		23135786		fulltext		MDPI	serial								F	243706316
Afyon Kocatepe üniversitesi fen ve mühendislik bilimleri dergisi (Online)	2147-5296	2149-3367	2013						https://dergipark.org.tr/tr/pub/akufemubid		21493367		fulltext		Afyon Kocatepe Üniversitesi	serial								F	240164245
Annals. Series of Medicine. (Academy of Romanian Scientists.Online)		2668-8816	2020						http://www.aosr.ro/		26688816		fulltext		Editura Academia Oamenilor de Ştiinţă din România	serial								F	243181264
Analele Universității Hyperion. Drept și Administrație Publică (Bucureşti. Online)		3120-2527	2022						https://auhdap.drept.hyperion.ro/index.php/law/index		31202527		fulltext	ISSN of preceding title : 2069-3796	Editura Victor	serial								F	297314106
Ahmar Metakarya (Online)	2807-3797	2807-3576	2021						http://journal.ahmareduc.or.id/index.php/AMJPM		28073576		fulltext		Yayasan Ahmad Mansyur Nasirah	serial								F	257241418
Adıyaman Üniversitesi sağlık bilimleri dergisi (Online)		2458-9179	2015						http://adiyaman.edu.tr/TR/Sayfalar/Genel/Saglik-Bilimleri-Dergisi-3123		24589179		fulltext		Adıyaman üniversitesi sağlık bilimleri enstitüsü	serial								F	198428294
Annales Universitatis Mariae Curie-Skłodowska. Sectio G, Ius (Online)	0458-4317	2449-8505	2013						http://journals.umcs.pl/g		24498505		fulltext		Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej	serial								F	193689219
Almanach Historyczny (Online)	1642-4530	2956-8137	2016						https://almanachhistoryczny.ujk.edu.pl/		29568137		fulltext		Instytut Historii Uniwersytet Jana Kochanowskiego	serial								F	273291246
Applied psychology review (Online)	2959-1597	2959-1600	2022						https://journals.umt.edu.pk/index.php/apr/index		29591600		fulltext		University of Management and Technology	serial								F	269076999
Algerian review of ottoman and mediterranean studies (Online)	2800-1184	2992-1457	2024						https://www.asjp.cerist.dz/en/PresentationRevue/853		29921457		fulltext		University algiers 2 Abou el Kacem Saadallah	serial								F	279760310
Abdi Masyarakat (Online)	2715-8799	2715-9108	2019						http://ejournal.mandalanursa.org/index.php/PB		27159108		fulltext		Lembaga Penelitian dan Pendidikan (LPP) Mandala	serial								F	24309177X
Advances in industrial engineering and management (Online)	2222-7059	2222-7067	2011						https://aiem.com.my/		22227067		fulltext		IAMSET	serial								F	165471557
African East-Asian affairs		2308-8699	2012						http://aeaa.journals.ac.za		23088699		fulltext		Stellenbosch University	serial								F	170885003
Africa renewal (Online)	1816-9627	2517-9829	2004						http://www.un.org/africarenewal/magazine		25179829		fulltext		United Nations	serial								F	193804816
African journal of biological sciences (Cape Town)		2663-2187	2019						http://www.afjbs.com		26632187		fulltext		African Science Publications	serial								F	234014245
1ère Guerre vue de Paris (La )		2494-1093	2013						http://naleche.hypotheses.org/		24941093		fulltext		la Première guerre vue de Paris	serial								F	194780171
Age of revolutions		2770-8322	2015						https://ageofrevolutions.com/		27708322		fulltext		Age of Revolutions	serial								F	
ACS materials letters		2639-4979	2019						http://pubs.acs.org/journal/amlcef		26394979		fulltext		American Chemical Society	serial								F	237358808
3C TIC		2254-6529	2012						http://www.3ciencias.com/revistas/revista/3c-tic-no-1/#		22546529		fulltext		Área de Innovación y Desarrollo SL	serial								F	163685703
Agricultura tropica et subtropica (On-line)	0231-5742	1801-0571	2005						https://www.agriculturaits.czu.cz		18010571		fulltext		Mendel University in Brno	serial								F	090147197
Advances in neurology and neurosciences		2631-1550	2017						http://ologyjournals.com/anns/		26311550		fulltext		Ology Journals	serial								F	240169832
African journal on land policy and geospatial sciences		2657-2664	2018						https://revues.imist.ma/index.php?journal=AJLP-GS		26572664		fulltext		[s.n.]	serial								F	241017025
Ação (Rio de Janeiro)		2764-0442	2021						http://www.seer.unirio.br/acao/index		27640442		fulltext		Universidade Federal do Estado do Rio de Janeiro, Escola de Teatro, Departamento de Interpretação	serial								F	25722467X
African journal of urology (Online)	1110-5704	1961-9987	2008						https://www.sciencedirect.com/journal/african-journal-of-urology		19619987		fulltext		Elsevier B.V.	serial								F	133150135
81 Çalıkuşu Şanlıurfa (Online)		3108-740X	2021						https://sanliurfa.meb.gov.tr/www/81-sanliurfa-calikusu/icerik/3834		3108740X		fulltext		Şanlıurfa İl Milli Eğitim Müdürlüğü	serial								F	296493856
Advanced orthopaedics		3050-7170	2025						https://www.sciencedirect.com/journal/advanced-orthopaedics		30507170		fulltext		Publishing services by Elsevier B.V. on behalf of KeAi Communications Co. Ltd.	serial								F	289315778
Advances in peer-led learning		2771-5043	2021						https://journal.pltlis.org		27715043		fulltext		Peer-Led Team Learning International Society	serial								F	260673366
Aesthetics : Jurnal Fakultas Sastra Universitas Gresik (Online)	2301-8186	2746-7414	2016						http://journal.unigres.ac.id/index.php/AESTHETICS		27467414		fulltext		Fakultas Sastra Universitas Gresik	serial								F	25229288X
Abad (Jakarta)		2621-8623	2017						http://jurnalabad.kemdikbud.go.id		26218623		fulltext		Direktorat Sejarah, Dirjen Kebudayaan, Kementerian Pendidikan dan Kebudayaan RI	serial								F	229423531
ACS measurement science au		2694-250X	2021						https://pubs.acs.org/journal/amachv		2694250X		fulltext		American Chemical Society	serial								F	257557830
AgEcon search		2332-3140	1995						http://ageconsearch.umn.edu/		23323140		fulltext		University of Minnesota	serial								F	17515435X
ACR open rheumatology		2578-5745	2019						https://onlinelibrary.wiley.com/journal/25785745		25785745		fulltext		John Wiley & Sons Inc.	serial								F	236087851
Advances in tissue engineering & regenerative medicine		2572-8490	2016						http://medcraveonline.com/ATROA/archive		25728490		fulltext		MedCrave Group	serial								F	200860348
Afrique science		1813-548X	2005						https://www.ajol.info/index.php/afsci		1813548X		fulltext		Afrique science	serial								F	094935297
Aging medicine		2475-0360	2018						https://onlinelibrary.wiley.com/journal/24750360		24750360		fulltext		John Wiley & Sons Australia Ltd.	serial								F	233154515
African theological journal for Church and society (Online)	2708-7557	2708-7565	2020						https://atjcs.netact.org.za		27087565		fulltext		NetACT	serial								F	256847347
Açıkkara		2630-5895	2018						http://www.acikkara.com/		26305895		fulltext		Tayyib Atmaca	serial								F	241493269
Acceso (San Juan, P.R. Online)	1536-1772	2690-0270	1999						https://revistas.upr.edu/index.php/acceso		26900270		fulltext		Sociedad de Bibliotecarios de Puerto Rico	serial								F	242381391
Accounts of materials & surface research		2189-6615	2016						https://www.hyomen.org/		21896615		fulltext		Zairyo hyomen kenkyukai = Material and Surface Research Group	serial								F	264086066
Acoustics (Basel)		2624-599X	2019						http://www.mdpi.com/journal/acoustics		2624599X		fulltext		MDPI AG	serial								F	238218023
Advancements in life sciences		2310-5380	2013						http://www.als-journal.com		23105380		fulltext		The Running Line	serial								F	174858663
AAS open research		2515-9321	2018			2022			https://aasopenresearch.org/browse		25159321		fulltext		F1000 Research Ltd, on behalf of AAS	serial								F	229740227
ACS polymers Au		2694-2453	2021						https://pubs.acs.org/journal/apaccd		26942453		fulltext		American Chemical Society	serial								F	257218823
American journal of cancer research and reviews		2577-4425	2017						http://escipub.com/american-journal-of-cancer-research-and-reviews/		25774425		fulltext		eSciPub LLC	serial								F	226074498
Abstraction before the age of abstract art		2679-571X	2018						https://preabstract.hypotheses.org/		2679571X		fulltext		Abstraction before the age of abstract art	serial								F	238225402
AIUS journal of research & scholarship (The )		3068-2177	2025						https://careered.libguides.com/aiusjournal/home		30682177		fulltext		The American InterContinental University System	serial								F	285771930
Al-Mağallaẗ Al-ʿarabiyyaẗ Midād	2537-0847	2537-0898	2018						https://mdad.journals.ekb.eg		25370898		fulltext		The Arab Institute of Education, Science and Arts	serial								F	221015442
AGRITEXTS (Online)	2721-5903	2721-5911	1995						http://jurnal.uns.ac.id/agritexts/index		27215911		fulltext		Fakultas Pertanian Universitas Sebelas Maret	serial								F	244305374
Ad verba liberorum (Internet)	1691-5771	2199-5745							http://www.degruyter.com/view/j/adverba		21995745		fulltext		de Gruyter	serial								F	180530224
ACTÉPI		2724-9204	2019						https://actepi.hypotheses.org/		27249204		fulltext		CRAHAM	serial								F	244196664
